nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel aeropuerto,inmobiliaria hangares sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,prolongacion miguel aleman,calle,toluca-naucalpan,privada,ninguno,calle,ninguno,,,,,colonia,san pedro totoltepec,,,,mexico                      ,toluca,san jose guadalupe otzacatipan,2178,01722170011,contaelba@hotmail.com,,fijo,2010-07,6357063,721111,300.0,,50200.0,15,106,72,73,19.34750842,-99.58994202
hotel alameda,,hoteles sin otros servicios integrados,0 a 5 personas,calle,ezequiel ordonez,calle,andres quintana roo,calle,21 de marzo,avenida,sebastian lerdo de tejada,,,,,colonia,la merced alameda,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6266738,721112,104.0,,50080.0,15,106,1,39,19.2910858,-99.66201877
hotel albert,,hoteles sin otros servicios integrados,6 a 10 personas,calle,ignacio lopez rayon,calle,primero de mayo,avenida,de la independencia,calle,16 de septiembre,,,,,colonia,santa clara,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6266741,721112,213.0,,50060.0,15,106,1,8,19.29183293,-99.65296692
hotel alpez,,hoteles sin otros servicios integrados,6 a 10 personas,calle,pedro ascencio,calle,aquiles serdan,calle,nigromante,calle,5 de febrero,,,,,colonia,la merced,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6356071,721112,200.0,,50080.0,15,106,1,28,19.29115269,-99.65983329
hotel america,ocastelo sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,hidalgo,calle,aldama,calle,ignacio allende,calle,revolucion,,,,,colonia,tlalnepantla centro,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0406,015571589238,,,fijo,2017-11,6800313,721112,11.0,,54068.0,15,104,1,6,19.53986493,-99.19462187
hotel and suites verona,operadora venus sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,licenciado juan fernandez albarran,calle,vallejo,calle,2-a,calle,vaso regulador carretas,,,,,colonia,industrial san pablo xalpa,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,1052,,,,fijo,2010-07,6348112,721111,7.0,,54090.0,15,104,1,21,19.51680866,-99.16302346
hotel antigua posada de luvianos,,hoteles sin otros servicios integrados,0 a 5 personas,calle,miguel hidalgo,calle,independencia,,ninguno,avenida,pichardo pagaza,sn,,,,colonia,centro,,,,mexico                      ,luvianos,villa luvianos,005a,,,,fijo,2010-07,6355745,721112,,,51440.0,15,123,1,5,18.92098783,-100.29834374
hotel apaxco,,hoteles sin otros servicios integrados,0 a 5 personas,calle,labradores,calle,libertad,calle,avenida juarez,calle,la palma,,,,,aeropuerto,centro,,,,mexico                      ,apaxco,apaxco de ocampo,0198,,,,fijo,2010-07,6266716,721112,74.0,,55660.0,15,10,1,8,19.98015903,-99.17590314
hotel aquarius,hotel aquarius sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,carretera mexico-puebla km 27,calle,norte 23,calle,norte 24,calle,oriente 15,,,,,colonia,san isidro,,,,mexico                      ,valle de chalco solidaridad,xico,0442,5559715699,,,fijo,2014-12,2365479,721111,1.0,,56617.0,15,122,1,25,19.29663945,-98.92692413
hotel atenco sa de cv,hotel atenco sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,de los maestros,avenida,principal,calle,del trabajo,avenida,del trabajo,,,,,colonia,san andres atenco,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,1809,,,,fijo,2010-07,6355119,721112,8.0,,54040.0,15,104,1,13,19.54075523,-99.21775171
hotel atizapan,restaurante bar ibiza sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,avenida juarez,privada,manuel yanez velazquez,calle,porfirio diaz,calle,porfirio diaz,,pb,planta baja,,colonia,atizapan centro,,atizapan centro,sn,mexico                      ,atizapan de zaragoza,ciudad lopez mateos,0895,5558222060,hotelatizapan@gmail.com,,fijo,2010-07,6355519,721111,54.0,,52910.0,15,13,1,20,19.55837224,-99.2447121
hotel aurora,hotelera villada sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,vicente villada,avenida,cuarta avenida (rayito de sol),avenida,doctor gustavo baz,calle,rosas de mayo,,,,,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0524,,,,fijo,2010-07,6349641,721112,704.0,,57000.0,15,58,1,35,19.4082553,-99.00314498
hotel avandaro golf y spa resort,avandaro operaciones turisticas sa de cv,hoteles con otros servicios integrados,101 a 250 personas,calle,vega del rio,avenida,avenida de las vegas,privada,v. del heno,calle,v. circular,sn,,,,hacienda,avandaro,,,,mexico                      ,valle de bravo,valle de bravo,0189,7262660366,acolin@hotelavandaro.com.mx,www.hotelavandaro.com.mx,fijo,2010-07,6266343,721111,,,51200.0,15,110,1,2,19.16179852,-100.13289576
hotel avenida,,hoteles con otros servicios integrados,0 a 5 personas,calle,constitucion,calle,miguel hidalgo,avenida,benito juarez,calle,aldama,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0106,017211430039,hcasablancaixtapan@hotmail.com,,fijo,2010-07,6354078,721111,614.0,,51900.0,15,40,1,5,18.84829356,-99.67874325
hotel avia inn,promociones ecatepec sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,via jose maria morelos,calle,callejon del beso,privada,ninguno,calle,callejon del beso,,,,,colonia,hogares mexicanos,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0101,015557701418,hotelavia@hotmail.com,,fijo,2010-07,6265311,721111,36.0,,55030.0,15,33,1,44,19.59716108,-99.03658567
hotel azteca plaza,promociones romay sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,avenida central,calle,solidaridad,calle,europa,calle,lazaro cardenas,,,,,colonia,industrias tulpetlac,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,2061,015557754144,arturoherrera@pedrozamelendez.com,www.hotelaztecaplaza.com,fijo,2010-07,6265317,721111,100.0,,55107.0,15,33,1,53,19.55600432,-99.01816179
hotel balneario pueblo bonito,,hoteles sin otros servicios integrados,0 a 5 personas,terraceria,luis donaldo colosio,,nicolas romero-jilotzingoent. km 56.6 (ixtlahuaca-naucalpan),,ninguno,,panoramica oriente,domicilio conocido,,,,ampliacion,ampliacion ejido la palma,,,,mexico                      ,isidro fabela,ampliacion ejido palma (chinguiriteras),0057,,,,fijo,2016-01,6507386,721112,,,54485.0,15,38,10,800,19.57946,-99.37752
hotel balneario tonatico,h ayuntamiento de tonatico,hoteles sin otros servicios integrados,6 a 10 personas,,ninguno,calle,morelos,calle,villa,calle,camino real,,,,,barrio,santa maria norte,,,,mexico                      ,tonatico,tonatico,0041,,,,fijo,2010-07,6266665,721112,,,51950.0,15,107,1,20,18.81508563,-99.66807688
hotel beethoven,,hoteles sin otros servicios integrados,0 a 5 personas,calle,toluca-valle,calle,villa florencia,privada,de san fernando (cerrada de san antonio),calle,villa florencia,,,,,colonia,colonia rinconada san antonio,,,,mexico                      ,valle de bravo,valle de bravo,0193,,,,fijo,2010-07,6266679,721112,63.0,,51200.0,15,110,1,22,19.20913825,-100.13806049
hotel belisana,,hoteles con otros servicios integrados,11 a 30 personas,calle,benito juarez,calle,eva samano de lopez mateos,privada,ecologia,calle,adolfo lopez mateos,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211430040,belisanahotel12@hotmail.com,,fijo,2010-07,6357050,721111,64.0,,51900.0,15,40,1,21,18.85005565,-99.67867246
hotel best western toluca,,hoteles con otros servicios integrados,11 a 30 personas,boulevard,paseo presidente adolfo lopez mateos,calle,emiliano zapata,calle,morelos,calle,lopez mateos,,,,,colonia,san luis mextepec,,,,mexico                      ,zinacantepec,san luis mextepec,0789,017222181856,recepcionwtoluca@western.com,,fijo,2010-07,6355792,721111,406.0,,51355.0,15,118,60,17,19.29439031,-99.72642667
hotel bicentenario,,hoteles sin otros servicios integrados,0 a 5 personas,,avenida michoacan,,ninguno,,ninguno,,ninguno,sn,,,,rinconada,san mateo texcalyacac,,,,mexico                      ,texcalyacac,rancho los gavilanes,0036,,,,fijo,2014-12,6266393,721112,,,52570.0,15,98,8,800,19.12757638,-99.50797045
hotel bonampak,,hoteles sin otros servicios integrados,6 a 10 personas,calle,reforma,calle,san francisco,calle,nuevo mexico,calle,san francisco,sn,,,,colonia,centro,,,,mexico                      ,amecameca,amecameca de juarez,0036,,,,fijo,2010-07,6265668,721112,,,56900.0,15,9,1,26,19.13027852,-98.76801587
hotel boppard,"boppard, s. de r.l. de c.v.",hoteles sin otros servicios integrados,6 a 10 personas,avenida,adolfo lopez mateos (av. r-1),calle,carril 1 avenida oaxaca,calle,carril 1 avenida guelatao,calle,cedro,sn,,,,colonia,santa maria tulpetlac,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,2273,015515620230,hotelboppart@gmail.com,,fijo,2016-01,6710134,721112,,,55400.0,15,33,1,48,19.5617329,-99.02089951
hotel boulevard,,hoteles sin otros servicios integrados,0 a 5 personas,boulevard,gustavo baz prada,boulevard,nicolas bravo,calle,francisco medrano,calle,valentin gomez farias,sn,,,,colonia,ixtlahiaca,,,,mexico                      ,ixtlahuaca,ixtlahuaca de rayon,0312,,,,fijo,2010-07,6266572,721112,,,50740.0,15,42,1,2,19.56448979,-99.76430559
hotel buenavista,,hoteles sin otros servicios integrados,0 a 5 personas,calle,buenavista,calle,miguel hidalgo,,ninguno,,ninguno,,,,,colonia,lindavista,,,,mexico                      ,luvianos,villa luvianos,005a,,,,fijo,2010-07,6266673,721112,,,51440.0,15,123,1,19,18.92186953,-100.29012828
hotel buenos aires,,hoteles sin otros servicios integrados,0 a 5 personas,calle,vereda,calle,ejido sur,calle,buenos aires,,ninguno,,,,,barrio,san pablito chiconcuac,,,,mexico                      ,chiconcuac,chiconcuac de juarez,0044,,,,fijo,2014-12,6265792,721112,3.0,,56270.0,15,30,1,65,19.55868349,-98.90072206
hotel bugambilias,hotel bugambilias,hoteles sin otros servicios integrados,0 a 5 personas,calle,alberto garduno,calle,la paz,calle,mariposa monarca,carretera,nicolas bravo,sn,,,,colonia,la teneria,,,,mexico                      ,san felipe del progreso,san felipe del progreso,0142,,,,fijo,2014-12,2463497,721112,,,50640.0,15,74,1,38,19.71084054,-99.94335075
hotel bugambilias,,hoteles sin otros servicios integrados,0 a 5 personas,calle,primavera,calle,barrancas,calle,federal mexico-pachuca,cerrada,del prado,sn,,,,colonia,santa maria ajoloapan,,,,mexico                      ,tecamac,santa maria ajoloapan,0626,,,,fijo,2014-12,2262926,721112,,,55744.0,15,81,12,31,19.76970475,-98.9706508
hotel bugambilias,,hoteles sin otros servicios integrados,6 a 10 personas,calle,16 de septiembre,calle,ignacio zaragoza,calle,benito juarez,calle,porfirio diaz,,,,,colonia,centro,,,406,mexico                      ,valle de bravo,valle de bravo,0066,,,,fijo,2010-07,6355751,721112,406.0,,51200.0,15,110,1,8,19.19608957,-100.13303552
hotel bungalows lolita,,hoteles con otros servicios integrados,11 a 30 personas,boulevard,arturo san roman,prolongacion,cipres,calle,adolfo lopez mateos,calle,eva samano de lopez mateos,,,,,barrio,santa ana,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211430016,hotelbungalowslolita@gmail.com,www.bungalowslolita.mx,fijo,2010-07,6357049,721111,33.0,,51900.0,15,40,1,20,18.85057716,-99.67700466
hotel cabanas,,hoteles con otros servicios integrados,0 a 5 personas,carretera,carretera a flor de maria,calle,ninguno,calle,ninguno,otro (especifique),ninguno,sn,,,,colonia,guadalupe,,,,mexico                      ,san felipe del progreso,colonia guadalupe,0195,7121040292,lascabanashotel@live.com,,fijo,2016-01,6538007,721111,,,50640.0,15,74,233,1,19.71731485,-99.92919745
hotel cabanas hacienda,,hoteles sin otros servicios integrados,0 a 5 personas,,ninguno,,ninguno,,ninguno,,ninguno,sn,,,,colonia,guadalupe victoria,,,,mexico                      ,otzolotepec,colonia guadalupe victoria,0222,,,,fijo,2014-12,2445825,721112,,,52080.0,15,67,5,1,19.39166788,-99.58121234
hotel california,hotel california sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,agricultores,calle,ejidal,calle,cerrada de las flores,calle,proletariado,sn,,,,colonia,emiliano zapata,,,,mexico                      ,ixtapaluca,ixtapaluca,0213,,,,fijo,2010-07,6228077,721112,27.0,,56557.0,15,39,1,5,19.31086187,-98.92867992
hotel california,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,floresta,avenida,loma bonita,calle,sur 2,calle,oriente 9,,,,,colonia,reforma,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1433,,,,fijo,2014-12,2347306,721112,201.0,,57840.0,15,58,1,28,19.37310762,-98.98205122
hotel california,,hoteles sin otros servicios integrados,0 a 5 personas,calle,las torres,calle,ignacio lopez rayon,avenida,diana laura riojas,privada,felipe berriozabal,sn,,,,colonia,luis donando colosio,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,4354,,,,fijo,2010-07,6265786,721112,37.0,,55024.0,15,33,1,26,19.6455699,-99.06255818
hotel california,,hoteles sin otros servicios integrados,0 a 5 personas,calle,ignacio allende,calle,20 de noviembre,calle,independencia,calle,mariano matamoros,b,,,,barrio,santa catarina,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0106,,,,fijo,2010-07,6355438,721112,1.0,,51900.0,15,40,1,10,18.84404537,-99.67632141
hotel camino viejo,,hoteles sin otros servicios integrados,0 a 5 personas,calle,camino viejo a zapotlan,calle,guerrero,callejon,callejon del mamut,calle,callejon del mamut,sn,,,,colonia,san pedro,,,,mexico                      ,chiconcuac,chiconcuac de juarez,0044,015559235293,hotelrealtasquillo@yahoo.com,,fijo,2010-07,6347965,721112,,,56270.0,15,30,1,12,19.55308327,-98.89982825
hotel campestre,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,jilotepec - corralejas,calle,ninguno,calle,ninguno,calle,ninguno,sn,,,,colonia,las manzanas,,,,mexico                      ,jilotepec,ejido de coscomate del progreso,0244,no tiene,,,fijo,2011-03,6266339,721112,,,54240.0,15,45,161,8,19.94691,-99.55509
hotel campestre,,hoteles con otros servicios integrados,0 a 5 personas,calle,jilotepec-ixtlahuaca,,ninguno,,ninguno,,ninguno,,,,,sector,ejido de coscomate,,,,mexico                      ,jilotepec,ejido de coscomate del progreso,0244,,,,fijo,2016-01,6507384,721111,,,54253.0,15,45,161,8,19.9470781,-99.55487222
hotel canada,ricard de toluca sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,instituto literario,calle,ignacio lopez rayon,calle,sor juana ines de la cruz,avenida,jose maria morelos y pavon,,,,,colonia,5 de mayo,,,,mexico                      ,toluca,toluca de lerdo,0491,,,,fijo,2010-07,6266746,721112,209.0,,50090.0,15,106,1,29,19.28626974,-99.65218484
hotel canario,,hoteles sin otros servicios integrados,0 a 5 personas,calle,libramiento oriente,calle,alvaro obregon,,i. ferrer ayala,,ninguno,,,,,barrio,santa maria sur,,,,mexico                      ,tonatico,tonatico,0075,,,,fijo,2010-07,6266507,721112,,,51950.0,15,107,1,1,18.80918026,-99.66548256
hotel candeli,"hospedajes bastet, s.a. de c.v.",hoteles sin otros servicios integrados,6 a 10 personas,avenida,juarez,avenida,cuauhtemoc,calle,rafael delgado,calle,pantitlan,sn,,,,colonia,mexico ii,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0897,,,,fijo,2016-01,6711302,721112,,,,15,58,1,23,19.40372901,-99.04378431
hotel cantalagua inn,inmobiliaria olmeca centro sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,isidro fabela sur,avenida,las mercedes,calle,ninguno,calle,san fernando,,,,,colonia,san martin,,,,mexico                      ,atlacomulco,atlacomulco de fabela,0426,7121222236,reservaciones@hotelcantalaguainn.com,www.hotelcantalaguainn.com,fijo,2010-07,6266725,721111,601.0,,50450.0,15,14,1,1,19.78705149,-99.86723393
hotel canto de aves,canto de aves eco boutique sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,carretera federal malinalco-chalma,calle,ninguno,calle,ninguno,calle,ninguno,sn,,,,rinconada,el trapichito,,,,mexico                      ,malinalco,la ladrillera,0094,71414722472,cantodeaves@hotmail.com,www.cantodeaves.com,fijo,2016-01,6507447,721111,,,52464.0,15,52,10,18,18.92838088,-99.48743861
hotel capital,calbego sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,andres molina enriquez,avenida,pantitlan,calle,atlacomulco,calle,18,,,,sn,colonia,ancon,,,,mexico                      ,la paz,los reyes acaquilpan,0425,,,,fijo,2010-07,6265797,721111,1.0,,56430.0,15,70,1,29,19.36925901,-98.96898323
hotel capricho,,hoteles sin otros servicios integrados,0 a 5 personas,calle,emiliano f. montano,,7 de julio,,hidalgo,,porfirio diaz,,,,,colonia,otumba centro,,,,mexico                      ,otumba,otumba de gomez farias,0035,5583323983,globalfact@yahoo.com.mx,,fijo,2019-04,6878350,721112,10.0,7.0,43970.0,15,65,1,18,19.70054697,-98.75705069
hotel capuchinas,callari sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,capuchinas,calle,indio triste,avenida,texcoco,calle,cordobanes,,,,,aeropuerto,metropolitana 1ra seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1240,5547787193,a-dg@g-real.net,,fijo,2014-12,6349072,721112,18.0,,57730.0,15,58,1,25,19.39090749,-99.03459482
hotel casa beltran,,hoteles sin otros servicios integrados,0 a 5 personas,calle,mariano matamoros,calle,cuauhtemoc,calle,abelardo rodriguez,calle,jose maria morelos,,,,,barrio,santa maria norte,,,,mexico                      ,tonatico,tonatico,0041,,,,fijo,2010-07,6355717,721112,75.0,,51950.0,15,107,1,10,18.80843092,-99.66767332
